Date,OPEN,VOLUME,TodaysOpenGreaterThanNextWeekAverage(Classifier),AverageChangeLast-5,AverageChangeLast-10,AverageChangeLast-30
7/2/2012,85.44,14447800.00,0.00,1.88,0.72,-0.79
6/29/2012,84.78,24906300.00,1.00,-0.27,0.42,-0.69
6/28/2012,82.66,19140300.00,1.00,-2.83,2.04,-0.53
6/27/2012,82.81,15301400.00,1.00,-1.83,1.70,-0.62
6/26/2012,81.51,22853700.00,1.00,-0.75,1.79,-0.90
6/25/2012,81.22,28761600.00,1.00,0.85,0.81,-1.26
6/22/2012,82.68,84747800.00,1.00,1.01,2.22,-1.91
6/21/2012,85.04,33751900.00,0.00,2.72,1.18,-1.54
6/20/2012,84.40,23274300.00,0.00,1.77,3.31,-2.28
6/19/2012,83.73,21053300.00,0.00,1.33,3.40,-2.82
6/18/2012,82.51,13885100.00,1.00,-0.12,2.38,-3.60
6/15/2012,82.57,27342800.00,1.00,0.95,2.07,-4.76
6/14/2012,80.86,16942300.00,1.00,-0.24,-0.29,-4.83
6/13/2012,80.94,15098100.00,1.00,2.28,-1.58,-4.52
6/12/2012,80.74,14162100.00,1.00,2.33,-3.07,-3.85
6/11/2012,81.62,18031800.00,1.00,1.34,-3.11,-4.19
6/8/2012,80.08,18150000.00,1.00,0.97,-2.36,-2.80
6/7/2012,80.98,18409400.00,1.00,-1.45,-1.73,-3.96
6/6/2012,78.37,23880900.00,1.00,-2.73,-1.90,-2.75
6/5/2012,77.59,17715600.00,1.00,-3.42,-0.74,-1.37
6/4/2012,78.09,17711200.00,1.00,-2.79,-1.32,-2.14
6/1/2012,77.87,22870900.00,1.00,-1.28,-0.70,-1.85
5/31/2012,79.88,38954600.00,0.00,-0.10,-0.16,-1.17
5/30/2012,81.08,19593100.00,0.00,-0.02,0.00,-0.57
5/29/2012,82.64,15931100.00,0.00,0.72,-0.25,0.91
5/25/2012,82.86,12756500.00,0.00,-0.35,-0.57,1.21
5/24/2012,82.29,14113600.00,0.00,-0.27,-1.23,1.56
5/23/2012,81.79,17582200.00,0.00,-0.05,-0.77,1.12
5/22/2012,82.14,13790000.00,0.00,-0.12,-1.27,0.49
5/21/2012,81.42,13730400.00,1.00,-0.38,-1.57,0.32
5/18/2012,82.37,21747200.00,0.00,-0.47,-2.08,-0.15
5/17/2012,82.15,17698200.00,0.00,-0.97,-2.96,-0.78
5/16/2012,81.96,15034500.00,1.00,-0.41,-2.75,-2.11
5/15/2012,82.00,15757400.00,0.00,-0.67,-2.13,-1.78
5/14/2012,82.27,12675900.00,0.00,-0.74,-1.20,-1.51
5/11/2012,82.69,12061700.00,0.00,-1.27,-1.45,-0.25
5/10/2012,83.37,13234600.00,0.00,-1.95,0.10,-1.19
5/9/2012,83.04,17424000.00,0.00,-1.58,-0.92,-1.86
5/8/2012,83.75,19602400.00,0.00,-0.87,0.32,-0.80
5/7/2012,84.29,12018100.00,0.00,0.00,1.55,0.06
5/4/2012,85.11,15055500.00,0.00,-0.24,0.60,-0.04
5/3/2012,86.36,9998600.00,0.00,1.07,0.61,-1.14
5/2/2012,86.56,11108700.00,0.00,-0.17,1.01,-0.99
5/1/2012,86.46,13816900.00,0.00,0.69,1.26,-0.62
4/30/2012,85.96,11735400.00,0.00,1.67,2.44,-0.73
4/27/2012,86.50,11372900.00,0.00,0.49,2.40,-0.42
4/26/2012,85.28,17262400.00,1.00,0.38,2.47,-1.12
4/25/2012,86.65,18476800.00,0.00,0.61,1.59,-0.42
4/24/2012,85.64,11632500.00,1.00,0.84,0.54,0.94
4/23/2012,84.53,15197200.00,1.00,1.92,0.13,0.33
4/20/2012,85.55,17216600.00,1.00,1.72,-0.50,0.38
4/19/2012,85.51,15973800.00,1.00,1.70,-1.27,-0.61
4/18/2012,85.06,12997500.00,1.00,0.63,-2.71,-0.84
4/17/2012,84.65,14208000.00,1.00,-0.66,-2.40,-0.72
4/16/2012,83.24,17526100.00,1.00,-0.92,-2.01,-1.13
4/13/2012,82.97,13856500.00,1.00,-1.13,-0.53,-0.81
4/12/2012,82.65,15266200.00,1.00,-1.59,-1.35,-1.69
4/11/2012,83.11,15856200.00,1.00,-2.41,-1.74,-1.33
4/10/2012,83.75,19993700.00,1.00,-1.28,-0.29,-1.08
4/9/2012,83.98,11027000.00,0.00,-0.59,0.70,-1.18
4/5/2012,84.56,11954700.00,0.00,0.82,0.63,-0.32
4/4/2012,85.30,17112800.00,0.00,-0.05,-0.38,-0.51
4/3/2012,86.75,17714900.00,0.00,-0.67,-0.17,0.31
4/2/2012,86.60,13853300.00,0.00,0.28,0.20,0.23
3/30/2012,86.48,12968300.00,0.00,0.87,0.05,1.81
3/29/2012,85.32,13199700.00,1.00,0.60,0.36,1.33
3/28/2012,86.36,16155300.00,0.00,-0.48,-0.32,1.73
3/27/2012,87.14,12509200.00,0.00,-0.36,0.40,1.74
3/26/2012,86.18,17336800.00,1.00,0.02,1.64,1.95
3/23/2012,85.36,12557700.00,1.00,0.07,0.96,0.62
3/22/2012,85.48,13884400.00,1.00,0.54,0.97,0.12
3/21/2012,86.59,14212400.00,0.00,-0.16,-0.06,0.74
3/20/2012,86.46,13613800.00,0.00,0.59,-0.36,1.06
3/19/2012,86.08,10770400.00,1.00,1.69,-0.29,1.62
3/16/2012,86.20,30991300.00,1.00,0.70,-0.79,1.49
3/15/2012,85.89,14523600.00,1.00,0.51,-0.53,1.47
3/14/2012,86.59,16187300.00,0.00,-0.54,-1.46,0.70
3/13/2012,85.89,16853300.00,1.00,-0.97,-1.21,0.30
3/12/2012,84.50,19014000.00,1.00,-0.60,-0.96,-0.66
3/9/2012,85.06,17042500.00,1.00,-0.69,-0.88,-1.97
3/8/2012,85.00,19032000.00,1.00,-0.10,0.13,-1.02
3/7/2012,86.01,14767700.00,0.00,-0.94,-0.02,-1.29
3/6/2012,86.24,16507900.00,0.00,-0.47,0.85,-1.66
3/5/2012,86.17,12803100.00,0.00,-0.34,0.68,-1.22
3/2/2012,86.66,11343400.00,0.00,-0.36,2.21,-0.46
3/1/2012,86.47,12638500.00,0.00,0.47,1.53,0.57
2/29/2012,87.45,18293200.00,0.00,0.29,1.78,0.09
2/28/2012,87.23,14317600.00,0.00,0.98,1.59,1.61
2/27/2012,87.15,13323500.00,0.00,0.62,1.57,1.30
2/24/2012,87.37,10767100.00,0.00,1.86,0.01,0.51
2/23/2012,86.58,12404600.00,1.00,0.87,-0.66,-0.50
2/22/2012,86.84,11983200.00,1.00,0.86,-0.11,0.52
2/21/2012,86.04,15481300.00,1.00,0.51,0.16,-0.45
2/17/2012,86.07,16597200.00,1.00,0.46,0.72,-0.16
2/16/2012,84.45,14769600.00,1.00,-0.95,0.50,-0.29
2/15/2012,84.86,13911600.00,1.00,-1.21,0.53,-0.41
2/14/2012,84.42,12961900.00,1.00,-0.27,-0.25,0.40
2/13/2012,84.34,11473700.00,1.00,0.35,-0.50,1.50
2/10/2012,84.02,15328900.00,1.00,1.20,-1.26,0.45
2/9/2012,85.33,17073400.00,0.00,0.89,-2.47,0.65
2/8/2012,85.83,14762600.00,0.00,0.67,-1.41,1.33
2/7/2012,85.22,15818400.00,0.00,-0.54,-1.64,1.99
2/6/2012,84.87,15000900.00,1.00,-0.94,-1.89,3.44
2/3/2012,84.24,16145400.00,1.00,-1.73,-1.21,4.70
2/2/2012,84.28,18020500.00,1.00,-2.48,-0.12,4.99
2/1/2012,84.23,22266100.00,1.00,-0.96,1.17,4.36
1/31/2012,84.92,27225800.00,1.00,-0.58,0.91,5.05
1/30/2012,85.27,17867000.00,0.00,-0.61,2.44,5.18
1/27/2012,86.24,15976700.00,0.00,0.15,2.10,3.99
1/26/2012,87.64,15658200.00,0.00,0.94,1.22,3.64
1/25/2012,86.77,18202300.00,0.00,1.82,0.10,3.55
1/24/2012,87.08,12363800.00,0.00,1.08,1.01,3.18
1/23/2012,87.50,15348400.00,0.00,2.15,-0.15,3.11
1/20/2012,87.08,19220300.00,0.00,1.37,-0.04,2.87
1/19/2012,86.34,16383500.00,1.00,0.27,-0.29,2.40
1/18/2012,85.30,16754200.00,1.00,-0.85,-0.52,2.39
1/17/2012,85.75,15627900.00,1.00,0.18,0.20,2.66
1/13/2012,84.16,15551600.00,1.00,-0.69,1.31,4.29
1/12/2012,84.39,17357200.00,1.00,-0.20,0.19,6.04
1/11/2012,85.10,14831400.00,1.00,-0.17,0.39,6.30
1/10/2012,86.07,13080800.00,0.00,-0.29,1.03,7.24
1/9/2012,85.00,11664200.00,1.00,0.37,1.63,6.36
1/6/2012,85.92,15942100.00,0.00,1.47,2.97,4.70
1/5/2012,85.64,17452800.00,0.00,0.10,3.95,4.26
1/4/2012,85.79,16130900.00,0.00,0.13,3.73,2.30
1/3/2012,85.97,20906800.00,0.00,0.66,2.64,2.13
12/30/2011,85.16,9768900.00,1.00,1.29,2.98,1.79
12/29/2011,84.09,10865900.00,1.00,2.40,2.74,0.96
12/28/2011,85.15,12767500.00,1.00,3.32,1.35,0.12
12/27/2011,84.97,10147100.00,1.00,2.59,0.71,-0.17
12/23/2011,84.28,10243800.00,1.00,1.08,0.42,0.72
12/22/2011,83.56,19841300.00,1.00,1.04,-0.14,1.12
12/21/2011,82.02,19160300.00,1.00,0.64,-0.21,-0.35
12/20/2011,80.66,21163300.00,1.00,-0.67,-0.34,0.00
12/19/2011,80.24,16048400.00,1.00,-0.69,-0.50,0.71
12/16/2011,80.74,33465700.00,1.00,-0.35,-0.33,0.55
12/15/2011,79.93,17954200.00,1.00,-0.50,0.12,1.28
12/14/2011,79.59,23934400.00,1.00,-0.04,2.00,2.71
12/13/2011,80.61,21873600.00,1.00,0.00,3.65,-2.14
12/12/2011,80.73,17846500.00,0.00,-0.17,3.79,-2.49
12/9/2011,80.63,21842300.00,0.00,-0.27,4.38,-3.39
12/8/2011,80.75,18443600.00,0.00,0.19,3.33,-1.60
12/7/2011,80.61,19643400.00,0.00,1.84,1.48,-1.33
12/6/2011,80.63,20122700.00,0.00,3.07,0.94,-1.44
12/5/2011,80.88,18295000.00,0.00,2.72,-1.01,-1.12
12/2/2011,80.67,19461300.00,0.00,2.87,-1.10,0.12
12/1/2011,80.20,17261100.00,1.00,1.31,-1.38,-0.18
11/30/2011,78.42,33953000.00,1.00,-0.92,-2.13,0.77
11/29/2011,76.41,19768400.00,1.00,-1.08,-2.60,0.49
11/28/2011,75.84,20148600.00,1.00,-2.36,-2.31,1.33
11/25/2011,74.51,10254500.00,1.00,-1.46,-0.73,2.29
11/23/2011,75.03,23331800.00,1.00,-0.85,0.18,1.86
11/22/2011,76.38,18925100.00,1.00,-0.86,-0.80,2.83
11/21/2011,76.53,20204200.00,0.00,-1.12,-0.12,3.86
11/18/2011,78.22,23104500.00,0.00,-0.85,0.69,3.97
11/17/2011,78.12,25964300.00,0.00,0.41,0.67,5.01
11/16/2011,78.24,20376800.00,0.00,0.87,1.40,5.50
11/15/2011,78.86,19475000.00,0.00,-0.34,2.64,7.71
11/14/2011,79.53,13589900.00,0.00,0.16,-2.22,5.65
11/11/2011,79.63,15134500.00,0.00,0.67,-2.44,4.70
11/10/2011,78.53,18668800.00,1.00,0.59,-3.05,4.18
11/9/2011,77.90,24130100.00,1.00,1.40,-0.93,4.69
11/8/2011,79.25,19023800.00,0.00,2.19,-0.63,3.57
11/7/2011,78.82,17998100.00,1.00,-2.83,-0.64,6.63
11/4/2011,78.07,18192800.00,1.00,-2.64,-0.15,7.87
11/3/2011,78.19,24480600.00,1.00,-2.96,1.11,6.07
11/2/2011,77.37,21761300.00,1.00,-0.47,0.96,1.95
11/1/2011,75.82,35835000.00,1.00,0.56,2.26,1.90
10/31/2011,80.59,30616900.00,0.00,0.89,1.90,2.71
10/28/2011,80.99,21753400.00,0.00,0.95,2.33,0.87
10/27/2011,81.91,35489500.00,0.00,1.58,2.66,1.70
10/26/2011,80.16,27170500.00,0.00,0.81,1.75,2.89
10/25/2011,79.83,23433400.00,0.00,1.70,2.39,2.83
10/24/2011,79.92,19861100.00,0.00,0.86,3.05,3.94
10/21/2011,79.59,27855300.00,1.00,1.22,2.66,1.84
10/20/2011,78.32,22227600.00,1.00,1.63,3.34,0.42
10/19/2011,78.57,20910900.00,1.00,0.86,3.52,1.41
10/18/2011,77.57,23878500.00,1.00,1.30,5.34,3.25
10/17/2011,77.87,18836200.00,1.00,2.11,2.91,1.11
10/14/2011,77.10,17870600.00,1.00,1.46,1.65,-1.09
10/13/2011,76.22,19540300.00,1.00,2.13,1.04,-1.38
10/12/2011,76.74,22239000.00,1.00,2.12,1.22,-0.71
10/11/2011,75.78,17862100.00,1.00,3.85,-0.02,-0.53
10/10/2011,74.73,20465800.00,1.00,1.03,2.85,1.80
10/7/2011,74.47,23573900.00,1.00,0.13,3.97,-1.02
10/6/2011,73.30,24869800.00,1.00,-0.23,2.03,-0.35
10/5/2011,72.67,28239800.00,1.00,0.08,-2.11,2.00
10/4/2011,70.25,36500000.00,1.00,-0.80,-1.98,0.36
10/3/2011,72.05,31004200.00,1.00,2.63,-0.77,2.40
9/30/2011,72.76,30917000.00,1.00,3.52,-2.18,0.00
9/29/2011,73.12,27713900.00,0.00,1.11,-1.08,-1.87
9/28/2011,72.43,26026500.00,1.00,-2.85,0.45,-0.88
9/27/2011,73.33,26689900.00,0.00,-2.62,0.52,-0.53
9/26/2011,70.01,30342400.00,1.00,-1.26,1.92,0.16
9/23/2011,68.46,26583200.00,1.00,-1.83,0.29,3.79
9/22/2011,69.94,43223000.00,1.00,0.22,-0.57,1.82
9/21/2011,73.88,23806200.00,0.00,1.82,0.75,1.76
9/20/2011,73.87,20420000.00,0.00,1.55,2.56,-0.32
9/19/2011,72.91,19822500.00,0.00,2.57,0.44,-2.55
9/16/2011,74.52,34652600.00,0.00,0.06,-1.71,-4.25
9/15/2011,73.43,21858300.00,0.00,-1.40,-1.92,-5.38
9/14/2011,71.96,26042800.00,1.00,-0.05,-1.02,-6.17
9/13/2011,71.76,22825400.00,1.00,1.95,-0.52,-7.82
9/12/2011,70.37,26205800.00,1.00,0.04,2.02,-7.53
9/9/2011,72.17,27969100.00,1.00,-1.50,-0.67,-8.13
9/8/2011,73.39,22434800.00,0.00,-1.47,0.08,-9.83
9/7/2011,72.24,23108400.00,1.00,-0.65,2.44,-10.35
9/6/2011,70.14,25416300.00,1.00,0.21,0.80,-9.44
9/2/2011,72.11,21071800.00,0.00,2.76,2.64,-10.00
9/1/2011,74.15,23393500.00,0.00,-0.35,0.05,-8.28
8/31/2011,74.36,29189000.00,0.00,0.24,-1.82,-7.95
8/30/2011,73.59,22437000.00,0.00,2.55,-0.92,-6.68
8/29/2011,73.33,18967100.00,0.00,0.21,-0.59,-5.79
8/26/2011,70.88,26974400.00,1.00,1.72,0.02,-5.57
8/25/2011,73.64,30924500.00,0.00,-0.79,3.55,-5.85
8/24/2011,72.96,22752900.00,1.00,-2.54,1.07,-4.78
8/23/2011,70.60,38059600.00,1.00,-1.63,0.82,-3.74
8/22/2011,72.15,27202900.00,1.00,-0.50,-1.13,-3.14
8/19/2011,70.07,34935300.00,1.00,0.62,-2.90,-3.00
8/18/2011,72.41,35457700.00,0.00,4.30,-4.28,-3.31
8/17/2011,74.29,18269400.00,0.00,1.14,-5.18,-2.19
8/16/2011,73.35,26341400.00,0.00,0.72,-5.71,-1.82
8/15/2011,73.04,23388200.00,0.00,-2.05,-7.09,-1.45
8/12/2011,72.36,31129000.00,0.00,-3.76,-6.29,-0.34
8/11/2011,68.81,50328600.00,1.00,-4.98,-6.25,0.49
8/10/2011,70.74,47758300.00,1.00,-4.30,-6.77,2.15
8/9/2011,70.79,61753300.00,1.00,-4.02,-6.38,4.05
8/8/2011,72.74,58857600.00,0.00,-4.06,-4.47,2.60
8/5/2011,75.01,47167500.00,0.00,-3.03,-4.43,2.53
8/4/2011,76.68,42624200.00,0.00,-2.46,-1.97,1.31
8/3/2011,77.94,28373000.00,0.00,-3.39,-1.39,1.34
8/2/2011,78.90,28410500.00,0.00,-2.96,0.13,2.98
8/1/2011,80.82,22864500.00,0.00,-1.50,1.04,1.76
7/29/2011,80.79,26609000.00,0.00,-1.41,1.23,3.00
7/28/2011,81.74,24556600.00,0.00,0.64,0.68,1.97
7/27/2011,83.79,19820600.00,0.00,0.66,1.38,1.35
7/26/2011,84.67,16226700.00,0.00,1.45,1.89,1.23
7/25/2011,84.20,14007600.00,0.00,1.67,1.83,0.12
7/22/2011,85.20,13152600.00,0.00,1.10,1.27,-0.31
7/21/2011,83.86,21359700.00,0.00,-0.09,0.32,0.18
7/20/2011,83.84,12808400.00,1.00,0.53,1.01,0.07
7/19/2011,82.90,16424900.00,1.00,0.94,0.91,-0.36
7/18/2011,82.29,17343500.00,1.00,1.00,0.96,0.28
7/15/2011,82.42,22705100.00,1.00,0.61,1.60,-1.30
7/14/2011,83.05,19413200.00,1.00,-0.06,1.94,-3.09
7/13/2011,82.27,19015100.00,1.00,0.63,2.93,-2.79
7/12/2011,81.51,22639600.00,1.00,0.67,4.22,-2.22
7/11/2011,81.30,20717000.00,1.00,0.80,2.04,-1.07
7/8/2011,81.58,18336500.00,1.00,1.39,1.45,-0.45
7/7/2011,82.27,18379200.00,1.00,1.51,-0.22,-0.57
7/6/2011,81.40,15042600.00,1.00,2.40,-0.39,0.23
7/5/2011,81.30,18859600.00,1.00,3.36,1.00,-1.53
7/1/2011,81.19,18050100.00,1.00,0.64,-0.50,-1.81
6/30/2011,80.39,19942100.00,1.00,-0.14,0.55,-0.41
6/29/2011,79.85,18899900.00,1.00,-1.64,-0.55,0.49
6/28/2011,78.57,18421500.00,1.00,-1.52,-1.00,0.28
6/27/2011,76.88,20606900.00,1.00,0.41,-0.82,-0.69
6/24/2011,78.55,36292700.00,1.00,-0.34,-1.47,0.12
6/23/2011,78.74,30032800.00,1.00,1.08,-1.48,-1.68
6/22/2011,80.16,18599700.00,0.00,-0.09,-0.76,-2.13
6/21/2011,80.23,17897300.00,0.00,-0.65,-0.82,-1.98
6/20/2011,78.65,15836400.00,1.00,-0.70,-1.08,-2.14
6/17/2011,79.85,25441200.00,0.00,-1.50,-0.17,-2.27
6/16/2011,78.59,19037500.00,1.00,-1.39,-1.49,-3.75
6/15/2011,79.53,21713900.00,0.00,-0.34,-2.93,-4.92
6/14/2011,80.05,16443400.00,0.00,-0.42,-2.35,-6.21
6/13/2011,80.00,17854200.00,0.00,-0.53,-1.47,-5.25
6/10/2011,80.95,18965900.00,0.00,0.44,-0.07,-4.59
6/9/2011,81.24,17665100.00,0.00,-1.06,0.63,-4.82
6/8/2011,80.61,23567300.00,0.00,-2.58,0.61,-3.55
6/7/2011,80.61,16188100.00,0.00,-1.62,1.50,-3.21
6/6/2011,80.93,15954300.00,0.00,-0.61,-0.13,-2.48
6/3/2011,80.24,17281200.00,0.00,0.77,-0.30,-1.61
6/2/2011,81.77,18152600.00,0.00,1.53,1.13,0.55
6/1/2011,83.55,19550200.00,0.00,1.30,1.86,0.44
5/31/2011,83.28,23630700.00,0.00,1.57,1.30,-0.22
5/27/2011,82.74,11949100.00,0.00,-0.40,0.06,1.23
5/26/2011,81.60,16873700.00,1.00,-0.71,0.59,0.05
5/25/2011,80.97,19347200.00,1.00,0.64,-1.38,-0.57
5/24/2011,81.05,15687300.00,1.00,1.35,-1.75,-2.15
5/23/2011,80.22,16288500.00,1.00,1.04,-1.43,-2.02
5/20/2011,81.98,19003400.00,1.00,-0.17,-1.57,-1.04
5/19/2011,82.27,15229100.00,0.00,0.24,-1.79,-1.52
5/18/2011,80.88,17957000.00,1.00,-1.77,-3.16,-0.34
5/17/2011,79.99,18067800.00,1.00,-1.76,-4.04,0.23
5/16/2011,80.22,16435100.00,1.00,-1.10,-4.87,-0.09
5/13/2011,81.29,17628500.00,0.00,-0.99,-3.49,-0.08
5/12/2011,80.62,21853600.00,1.00,-0.93,-2.46,1.06
5/11/2011,82.51,24192000.00,0.00,-1.86,-2.25,1.77
5/10/2011,83.08,17695700.00,0.00,-2.81,-0.79,1.07
5/9/2011,83.01,18254600.00,0.00,-3.56,-0.34,1.96
5/6/2011,83.27,26314700.00,0.00,-1.83,0.55,2.17
5/5/2011,83.52,27491200.00,0.00,-0.49,1.57,2.30
5/4/2011,85.19,22867000.00,0.00,-0.34,3.54,1.77
5/3/2011,86.59,18417100.00,0.00,1.07,3.15,2.91
5/2/2011,88.10,18651200.00,0.00,1.06,2.19,2.81
4/29/2011,87.43,17352300.00,0.00,1.26,3.16,3.97
4/28/2011,87.03,18705300.00,0.00,1.64,1.54,2.85
4/27/2011,87.48,17755800.00,0.00,2.92,0.42,3.70
4/26/2011,86.43,17908800.00,1.00,1.92,-1.51,2.03
4/25/2011,86.29,9852800.00,1.00,0.84,-1.59,2.54
4/21/2011,85.77,12797200.00,1.00,1.68,-0.81,-0.40
4/20/2011,85.05,15447600.00,1.00,-0.02,-1.43,-0.77
4/19/2011,82.97,12770800.00,1.00,-0.81,-0.22,-1.22
4/18/2011,83.11,15107300.00,1.00,-2.10,0.38,-2.40
4/15/2011,83.80,17022500.00,1.00,-1.82,-0.04,-2.46
4/14/2011,82.38,15717500.00,1.00,-0.52,-0.07,-1.92
4/13/2011,83.58,14489400.00,1.00,-0.68,1.08,-0.98
4/12/2011,84.24,20728800.00,0.00,0.81,1.73,-2.75
4/11/2011,85.95,13026500.00,0.00,1.18,0.86,-2.20
4/8/2011,86.00,15943200.00,0.00,0.46,1.50,-2.14
4/7/2011,85.16,16006700.00,0.00,0.04,1.40,-3.54
4/6/2011,85.73,13339700.00,0.00,0.92,1.28,-2.28
4/5/2011,84.68,17122600.00,1.00,1.12,0.54,-1.25
4/4/2011,84.26,13096100.00,1.00,0.14,1.57,-0.20
4/1/2011,84.72,15531500.00,1.00,0.80,1.28,-0.29
3/31/2011,84.82,15317800.00,1.00,0.73,2.38,0.61
3/30/2011,83.80,15770400.00,1.00,0.48,1.01,-1.17
3/29/2011,83.16,16277400.00,1.00,-0.10,1.88,1.60
3/28/2011,83.86,14608200.00,1.00,1.00,0.27,1.42
3/25/2011,82.99,16497300.00,1.00,0.55,0.77,1.96
3/24/2011,82.78,17009000.00,1.00,1.62,-2.14,1.19
3/23/2011,82.65,15390600.00,1.00,0.11,-2.28,0.14
3/22/2011,83.10,16209700.00,1.00,0.94,-2.56,0.24
3/21/2011,81.87,18207000.00,1.00,-0.65,-3.61,0.45
3/18/2011,81.77,28895900.00,1.00,0.25,-3.27,0.73
3/17/2011,80.38,21941300.00,1.00,-2.48,-2.34,0.28
3/16/2011,81.23,33396500.00,1.00,-1.79,-0.89,2.88
3/15/2011,80.17,23191300.00,1.00,-1.63,-2.37,4.08
3/14/2011,81.67,16383200.00,0.00,-2.40,-1.52,4.10
3/11/2011,81.02,17607100.00,1.00,-1.89,-1.12,3.97
3/10/2011,83.80,25996300.00,0.00,-0.54,-2.07,5.04
3/9/2011,84.12,13306600.00,0.00,0.47,-0.60,5.34
3/8/2011,84.60,17658200.00,0.00,-1.31,0.52,4.51
3/7/2011,85.84,18062700.00,0.00,-0.61,1.55,4.96
3/4/2011,85.92,20028600.00,0.00,-0.48,1.37,4.94
3/3/2011,85.46,17153500.00,0.00,-1.86,2.07,4.04
3/2/2011,84.59,17423600.00,0.00,-0.26,0.13,4.67
3/1/2011,86.41,23001800.00,0.00,0.90,2.86,5.56
2/28/2011,85.87,24507000.00,0.00,1.75,2.43,5.28
2/25/2011,85.79,22230300.00,0.00,1.40,2.77,5.70
2/24/2011,87.20,28577100.00,0.00,1.86,1.66,6.28
2/23/2011,86.00,38624600.00,0.00,-0.69,0.19,5.77
2/22/2011,84.97,32580400.00,1.00,1.92,0.09,5.36
2/18/2011,83.91,22839500.00,1.00,1.42,0.17,5.36
2/17/2011,83.97,17853500.00,1.00,1.84,0.32,5.29
2/16/2011,83.06,16673500.00,1.00,0.85,-0.24,4.95
2/15/2011,84.79,25684600.00,1.00,-0.21,2.30,5.66
2/14/2011,82.07,33108300.00,1.00,-0.35,3.10,5.83
2/11/2011,82.23,15993500.00,1.00,-0.06,2.86,5.38
2/10/2011,81.68,21050500.00,1.00,0.18,2.47,4.94
2/9/2011,82.44,15890900.00,1.00,-0.18,3.31,4.84
2/8/2011,83.50,17463500.00,0.00,2.45,3.37,4.90
2/7/2011,83.45,15304300.00,0.00,3.02,2.20,4.41
2/4/2011,83.25,16558300.00,1.00,2.31,2.41,4.06
2/3/2011,83.06,19647700.00,1.00,1.53,2.07,4.22
2/2/2011,83.59,18176900.00,0.00,1.91,0.91,4.03
2/1/2011,81.14,40829600.00,1.00,1.36,1.23,3.77
1/31/2011,79.92,34514400.00,1.00,0.31,2.06,3.68
1/28/2011,79.78,26300600.00,1.00,0.95,1.85,3.49
1/27/2011,79.84,17003500.00,1.00,0.75,2.23,2.87
1/26/2011,78.71,25555400.00,1.00,-0.18,2.76,2.45
1/25/2011,78.22,21626300.00,1.00,0.66,2.29,2.46
1/24/2011,78.85,24871600.00,1.00,1.63,1.91,2.37
1/21/2011,78.21,25084400.00,1.00,1.20,1.84,2.32
1/20/2011,77.98,29121600.00,1.00,1.68,1.77,2.07
1/19/2011,78.63,21844100.00,1.00,2.09,1.39,2.55
1/18/2011,77.79,23883600.00,1.00,1.26,1.97,2.49
1/14/2011,76.67,23478700.00,1.00,0.73,2.06,2.09
1/13/2011,76.65,20438100.00,1.00,0.73,1.59,2.72
1/12/2011,75.94,17363000.00,1.00,0.59,1.15,4.32
1/11/2011,75.02,15805400.00,1.00,0.39,1.13,3.80
1/10/2011,75.13,20766400.00,1.00,1.26,1.31,3.17
1/7/2011,75.21,19297700.00,1.00,1.33,0.94,3.03
1/6/2011,74.90,22525300.00,1.00,0.84,0.70,3.27
1/5/2011,74.67,16550800.00,1.00,0.45,1.02,1.82
1/4/2011,74.71,20028500.00,1.00,0.36,0.94,1.57
1/3/2011,73.72,23320700.00,1.00,0.45,0.83,1.98
12/31/2010,73.16,15273700.00,1.00,0.33,0.93,2.65
12/30/2010,73.29,10790400.00,1.00,0.22,0.83,1.73
12/29/2010,73.41,11797700.00,1.00,0.60,0.35,0.24
12/28/2010,73.20,14423400.00,1.00,0.55,0.06,-0.21
12/27/2010,72.81,9757200.00,1.00,0.51,0.21,0.13
12/23/2010,72.94,11390900.00,1.00,0.51,0.22,0.10
12/22/2010,72.94,14606600.00,1.00,0.37,0.31,0.70
12/21/2010,72.43,21772800.00,1.00,-0.10,0.14,1.42
12/20/2010,72.24,16045800.00,1.00,-0.25,0.76,1.40
12/17/2010,72.11,36761300.00,1.00,-0.02,0.85,2.34
12/16/2010,71.92,18513900.00,1.00,0.06,0.60,2.37
12/15/2010,71.87,20979000.00,1.00,0.24,1.35,3.15
12/14/2010,72.23,20625900.00,1.00,0.06,2.92,3.57
12/13/2010,72.41,21170500.00,0.00,0.56,2.32,4.00
12/10/2010,72.18,17699500.00,0.00,0.55,1.59,3.47
12/9/2010,72.05,17971600.00,1.00,0.27,1.42,3.74
12/8/2010,71.87,22654900.00,1.00,0.97,1.59,3.55
12/7/2010,71.91,23694600.00,1.00,2.42,0.16,2.65
12/6/2010,71.20,15985400.00,1.00,1.74,-0.02,2.66
12/3/2010,71.01,19457100.00,1.00,0.91,0.44,2.72
12/2/2010,71.19,21274800.00,1.00,0.64,1.01,3.35
12/1/2010,70.38,26590200.00,1.00,0.62,-0.01,3.03
11/30/2010,68.55,27524300.00,1.00,-0.55,-1.31,3.32
11/29/2010,68.86,20021200.00,1.00,-0.44,-1.52,2.73
11/26/2010,69.30,7324600.00,1.00,0.33,-0.88,3.18
11/24/2010,69.25,19335600.00,1.00,0.97,-0.72,3.23
11/23/2010,68.80,22672000.00,1.00,0.18,0.11,3.62
11/22/2010,70.10,18907900.00,0.00,-1.15,0.93,3.38
