@relation 'testData (Autosaved)'

@attribute Date date "MM/dd/yyyy"
@attribute OPEN numeric
@attribute VOLUME numeric
@attribute AverageChangeLast-5 numeric
@attribute AverageChangeLast-10 numeric
@attribute AverageChangeLast-30 numeric
@attribute 'Crude Oil Imports(US)' numeric
@attribute DayToDay(Classifier) numeric

@data
11/11/2014,95.78,7990045,1.244,1.043,-0.471333,8649,0
11/12/2014,95.9,11589288,0.762,0.194,-0.392667,8649,0
11/13/2014,94.96,12355397,1.004,1.823,1.411333,8649,0
11/14/2014,94.87,9351103,0.064,0.724,0.246667,9203,1
11/17/2014,94.85,8704386,-1.306,-1.008,-0.124333,9203,1
11/18/2014,95.08,9272445,-0.45,1.037,-0.364667,9203,1
11/19/2014,95.08,8331570,-0.878,0.212,0.535333,9203,1
11/20/2014,95.37,8422369,0.108,0.446,-0.061333,9203,1
11/21/2014,97.2,12374192,0.43,-0.218,1.682,8976,1
11/24/2014,96.34,10170605,0.794,-1.266,2.975667,8976,0
11/25/2014,96.01,13747362,0.686,-0.232,2.968333,8976,0
11/26/2014,94.64,9822941,0.668,-0.515,5.599333,8976,0
11/28/2014,91.5,19556690,0.152,0.335,6.161333,9060,0
12/1/2014,90.36,27584224,-2.734,0.013,3.609333,9060,1
12/2/2014,92.32,20885295,-2.766,-0.241,4.147333,9060,1
12/3/2014,94.67,16220449,-2.742,-0.563,1.998,9060,1
12/4/2014,94.13,13115006,-1.338,-0.555,0.941333,9060,0
12/5/2014,93.95,11831896,1.78,-0.969,0.632667,9218,0
12/8/2014,92.9,15735436,3.576,-2.999,0.743,9218,0
12/9/2014,91.23,15879222,1.486,-2.65,0.99,9218,0
12/10/2014,90.72,22278299,-1.426,-2.754,0.322333,9218,0
12/11/2014,88.86,21519617,-2.142,-1.995,-0.872,9218,0
12/12/2014,88.71,24564646,-2.996,0.617,0.498333,9445,0
12/15/2014,87.53,21373561,-3.39,1.363,-0.883333,9445,0
12/16/2014,86.38,26370628,-2.68,-1.142,-2.780333,9445,0
12/17/2014,87.24,23323043,-3.164,-4.27,-1.015333,9445,1
12/18/2014,90.37,22876354,-1.234,-4.323,-2.058667,9445,1
12/19/2014,90.21,38468954,-0.692,-4.464,-2.009,10718,1
12/22/2014,92.96,17871337,1.896,-3.432,-2.716333,10718,1
12/23/2014,93.52,13697992,4.332,-1.599,-3.895,10718,1
12/24/2014,94.22,6875691,5.108,-0.768,-2.861333,10718,1
12/26/2014,93.99,10584797,2.93,1.603,-3.069,9144,0
12/29/2014,93.33,9892119,3.5,2.154,-2.201333,9144,0
12/30/2014,92.77,8743369,0.636,3.981,-2.164333,9144,0
12/31/2014,92.42,11337219,0.014,5.743,-2.213333,9144,0
1/2/2015,92.25,10219070,-1.114,5.487,-2.532,9520,1
1/5/2015,92.1,18502381,-1.074,2.738,-2.6,9520,0
1/6/2015,90.24,16663441,-0.998,2.811,-3.067333,9520,0
1/7/2015,90.65,13589990,-1.09,-0.322,-5.097667,9520,1
1/8/2015,91.25,15466246,-1.2,-1.143,-4.440667,9520,1
1/9/2015,92.3,14324465,-1.074,-2.079,-4.227,9396,1
1/12/2015,91.24,15175491,-1.07,-2.017,-2.946333,9396,0
1/13/2015,90.88,17632328,0.798,-1.645,0.055333,9396,0
1/14/2015,88.95,23271698,0.426,-1.392,1.177333,9396,0
1/15/2015,90.43,18758720,-0.37,-1.37,-0.869667,9396,1
1/16/2015,88.98,17713093,-2.074,-1.549,-3.394,9367,1
1/20/2015,91.14,16722847,-1.21,-1.57,-2.981667,9367,1
1/21/2015,91.74,14276180,-0.698,0.37,-2.911,9367,1
1/22/2015,92.31,13557873,1.606,0.166,-1.926,9367,1
1/23/2015,92.28,14701781,0.752,-0.219,-0.217,9841,0
1/26/2015,90.61,10672007,2.588,-1.403,0.276667,9841,0
1/27/2015,91.24,12301462,0.556,-0.377,2.239667,9841,1
1/28/2015,90.88,17827933,-0.072,0.045,2.448,9841,0
1/29/2015,88.22,22679567,-1.426,1.77,3.673,9841,0
1/30/2015,87.16,22678122,-2.454,0.074,4.845667,9463,0
2/2/2015,87.85,20304347,-1.478,1.37,4.019333,9463,1
2/3/2015,90.9,21900857,-2.544,-0.944,0.908,9463,1
2/4/2015,91.64,19630544,-1.924,-1.428,1.104333,9463,1
2/5/2015,92.39,12807306,1.438,-2.039,-1.718333,9463,1
2/6/2015,92.1,12330838,3.454,-2.06,-2.310667,9198,0
2/9/2015,91.4,11360079,3.58,-0.329,-3.113667,9198,0
2/10/2015,91.74,12952873,0.926,-0.979,-2.957667,9198,0
2/11/2015,90.02,12238495,-0.062,-0.613,-2.371,9198,0
2/12/2015,91.46,14842992,-0.984,2.312,-1.893333,9198,1
2/13/2015,92.7,12060981,-0.692,3.851,-1.565,9047,1
2/17/2015,92.75,11755575,0.382,3.756,-1.364333,9047,1
2/18/2015,91.99,19176029,0.34,1.053,-1.207,9047,0
2/19/2015,89.64,19349050,2.06,0.189,0.677,9047,0
2/20/2015,89.4,15959345,0.388,-0.763,0.254667,9563,1
2/23/2015,89.26,12769607,-1.342,-0.717,-0.372,9563,0
2/24/2015,89.33,9990726,-2.264,-0.266,-1.529333,9563,1
2/25/2015,89.57,9925652,-2.23,-0.82,-0.558667,9563,1
2/26/2015,89.13,13981200,-0.162,0.759,-0.223,9563,0
2/27/2015,88.89,13089915,-0.08,-0.876,1.662,9395,0
3/2/2015,88.34,13792684,-0.216,-2.499,0.142,9395,0
3/3/2015,87.93,13491039,-0.48,-3.082,1.561333,9395,0
3/4/2015,87.96,13467242,-1.08,-2.865,-0.715333,9395,0
3/5/2015,87.07,12527581,-1.124,-0.898,-1.445667,9395,0
3/6/2015,86.41,16070466,-1.266,-0.928,-2.186667,8344,0
3/9/2015,86.12,14503802,-1.298,-1.217,-2.398,8344,0
3/10/2015,84.82,17195460,-1.464,-1.672,-0.919,8344,0
3/11/2015,84.93,12992367,-2.166,-2.428,-1.799,8344,0
3/12/2015,84.43,10792898,-1.908,-2.546,-1.67,8344,0
3/13/2015,83.9,16796624,-1.752,-2.749,0.865667,9730,0
3/16/2015,83.71,13515985,-1.814,-2.666,1.802,9730,1
3/17/2015,84.54,12978558,-0.594,-2.584,1.023333,9730,1
3/18/2015,83.54,18743533,-0.74,-2.968,-2.21,9730,1
3/19/2015,85.19,12737812,0.17,-2.189,-3.156,9730,1
3/20/2015,84.67,36083450,0.738,-1.762,-4.141,9216,0
3/23/2015,85.02,17211739,1.062,-1.581,-4.111667,9216,1
3/24/2015,85.3,10153081,0.366,-0.254,-3.614,9216,0
3/25/2015,85.05,11933737,1.454,-0.338,-4.188667,9216,0
3/26/2015,85.3,14399825,-0.438,0.246,-2.673667,9216,0
3/27/2015,84.04,11570694,0.064,0.786,-4.323,9178,0
3/30/2015,84.27,15652470,-0.478,0.947,-5.856,9178,1
3/31/2015,84.85,13353890,-0.718,0.204,-6.164,9178,1
4/1/2015,85.7,14522257,-0.372,1.296,-5.672333,9178,0
4/2/2015,84.09,11297401,-0.702,-0.515,-3.540667,9178,0
4/6/2015,85.15,10915429,0.554,-0.006,-3.472,9178,1
4/7/2015,85.01,11832739,0.634,-0.297,-3.491667,9178,1
4/8/2015,85.8,16257095,0.078,-0.545,-3.670333,9178,0
4/9/2015,84,13259323,-0.96,-0.341,-4.089,9178,0
4/10/2015,85.37,13372133,0.688,-0.612,-3.814,9238,1
4/13/2015,85.92,9880507,-0.12,0.772,-3.677,9238,0
4/14/2015,85.6,15693825,0.062,0.718,-3.233667,9238,1
4/15/2015,87.14,15332834,-0.552,0.238,-2.870667,9238,1
4/16/2015,87.88,9570809,2.052,-0.304,-2.885333,9238,1
4/17/2015,87.14,14424332,1.298,1.633,-1.977,9941,0
4/20/2015,87.13,11593561,1.022,0.836,-1.310667,9941,1
4/21/2015,87.38,10100460,1.722,1.187,-0.967,9941,0
4/22/2015,87.04,8663330,0.232,0.51,0.390333,9941,1
4/23/2015,87.36,9865904,-0.632,2.65,0.387,9941,1
4/24/2015,87.19,8405737,0.07,1.569,1.004333,9976,0
4/27/2015,87.41,10529790,0.088,1.16,1.626,9976,0
4/28/2015,87.22,9632964,-0.208,1.647,1.920667,9976,1
4/29/2015,87.5,12518032,0.316,0.224,1.192,9976,1
4/30/2015,88.67,13947010,0.078,-0.537,2.318333,9976,0
5/1/2015,87.85,12257076,0.214,0.167,0.711667,8076,1
5/4/2015,89.42,10343075,0.37,0.369,1.379667,8076,1
5/5/2015,89.97,11894913,0.98,0.306,1.182,8076,0
5/6/2015,89.65,11273099,0.862,0.819,1.008,8076,0
5/7/2015,88,9991651,-0.244,0.572,1.380333,8076,0
5/8/2015,88.47,11386138,0.622,0.748,1.221667,9271,1
5/11/2015,88.53,11997252,-0.92,0.73,2.637333,9271,0
5/12/2015,86.89,9788232,-1.936,0.897,2.514,9271,0
5/13/2015,87.28,8629433,-1.934,0.539,1.980333,9271,0
5/14/2015,86.93,8791175,-0.61,-0.762,1.182333,9271,0
5/15/2015,86.8,8422203,-1.206,0.018,2.876,9427,1
5/18/2015,87.31,6395272,-1.594,-1.702,1.917667,9427,1
5/19/2015,86.47,9777078,0.06,-2.478,2.115,9427,0
5/20/2015,87.39,7275591,-0.336,-2.32,1.366333,9427,1
5/21/2015,87.28,8357239,0.128,-0.776,3.268667,9427,0
5/22/2015,86.99,7598432,0.306,-1.285,1.984,8869,0
5/26/2015,86.04,11288247,-0.37,-1.592,1.466,8869,0
5/27/2015,85.3,10777874,0.17,-0.095,1.786333,8869,0
5/28/2015,85.11,8038943,-1.126,-0.676,0.195667,8869,0
5/29/2015,85.1,14630171,-1.42,-0.471,-0.643333,9105,1
6/1/2015,85.25,9077427,-1.532,-0.518,0.012333,9105,1
6/2/2015,85.12,9328282,-0.86,-1.25,-0.037667,9105,0
6/3/2015,85.23,8179540,-0.162,-0.581,-0.357667,9105,0
6/4/2015,84.7,12607257,-0.004,-1.705,-0.082,9105,0
6/5/2015,84.13,11388508,-0.172,-1.886,-0.51,8527,0
6/8/2015,84.18,12244688,-0.506,-1.889,-0.448667,8527,1
6/9/2015,85.29,8105514,-0.432,-1.106,-0.739333,8527,1
6/10/2015,85.84,10147049,-0.654,-0.443,-0.630333,8527,0
6/11/2015,85.3,7759265,-0.072,-0.243,-0.996667,8527,0
6/12/2015,84.58,8347341,0.672,-0.235,-2.259333,9372,0
6/15/2015,83.53,9563933,0.57,-0.503,-1.551,9372,0
6/16/2015,83.81,9100116,-0.766,-0.514,-3.292,9372,1
6/17/2015,85.03,9090188,-1.296,-0.67,-3.989667,9372,1
6/18/2015,84.8,10247639,-0.852,-0.162,-3.799,9372,1
6/19/2015,84.92,16117040,-0.054,0.534,-2.239333,8865,1
6/22/2015,85.39,9259980,1.234,0.577,-2.789,8865,1
6/23/2015,85.22,10223910,1.244,-0.501,-2.976333,8865,0
6/24/2015,84.89,11800118,0.102,-1.002,-1.393333,8865,0
6/25/2015,84.85,10249312,0.322,-0.515,-1.861333,8865,0
6/26/2015,83.83,19022853,-0.108,0.089,-1.599,10067,0
6/29/2015,83.05,11738771,-0.848,1.123,-1.572667,10067,0
6/30/2015,83.74,14981145,-1.148,0.753,-2.233667,10067,1
7/1/2015,83.28,13529076,-1.192,-0.615,-1.515333,10067,0
7/2/2015,82.79,9187997,-1.614,-0.621,-2.589333,10067,0
7/6/2015,82.42,11691105,-0.752,-0.975,-2.612333,10067,0
7/7/2015,82.19,15641385,-0.238,-1.713,-2.478333,10067,1
7/8/2015,82.25,10056994,-0.918,-1.773,-1.65,10067,0
7/9/2015,82.87,11980543,-0.704,-1.753,-1.022667,10067,0
7/10/2015,82.09,8628634,-0.368,-2.021,-0.949667,9453,0
7/13/2015,82.11,8026658,-0.182,-1.172,-1.036,9453,1
7/14/2015,82.38,9204451,0.026,-0.536,-1.278667,9453,1
7/15/2015,82.61,9289210,0.014,-1.197,-1.216,9453,1
7/16/2015,83.18,8267647,-0.448,-0.781,-1.405333,9453,1
7/17/2015,82.51,12152966,0.594,-0.237,-0.943333,10200,0
7/20/2015,82.15,12956460,0.652,0.08,-0.427,10200,0
7/21/2015,81.93,8668419,0.25,0.233,-0.561,10200,0
7/22/2015,82.35,13181363,-0.27,0.052,-1.777333,10200,0
7/23/2015,81.73,10496096,-1.034,-0.586,-2.420333,10200,0
7/24/2015,81.16,14887919,-0.718,0.148,-2.016,9711,0
7/27/2015,79.23,14996094,-0.892,-0.1,-1.467667,9711,0
7/28/2015,79.7,19777108,-1.172,-0.686,-0.576333,9711,1
7/29/2015,82.18,13913768,-1.428,-0.979,-0.897667,9711,1
7/30/2015,83.18,11138856,-0.538,-1.511,-2.169,9711,1
7/31/2015,81.67,26232661,0.406,-0.831,-1.996333,9107,0
8/3/2015,78.7,15760658,2.19,-0.811,-2.325333,9107,0
8/4/2015,77.88,18874419,1.48,-0.961,-3.033667,9107,0
8/5/2015,77.87,16405599,-2.062,-1.83,-3.130333,9107,0
8/6/2015,76.94,13004623,-4.256,-1.672,-3.063667,9107,1
8/7/2015,77.55,12187623,-3.73,-1.407,-3.243333,9917,0
8/10/2015,77.09,14872956,-1.236,0.212,-2.46,9917,1
8/11/2015,77.01,14486353,-0.278,-0.309,-1.850333,9917,1
8/12/2015,77.44,16909190,-0.204,-3.288,-2.718,9917,1
8/13/2015,78.32,13153341,1.05,-4.723,-2.405,9917,1
8/14/2015,78.64,9129284,0.552,-3.649,-2.039,10652,1
8/17/2015,77.93,9365433,1.318,-0.764,-1.828333,10652,1
8/18/2015,78.53,9814707,1.402,0.127,-1.723667,10652,0
8/19/2015,77.51,17007779,1.054,0.21,-1.949333,10652,0
8/20/2015,76,17811205,-0.338,1.046,-2.760667,10652,0
8/21/2015,74.1,25487180,-1.474,0.084,-2.215,9247,0
8/24/2015,67.99,35527308,-2.01,0.074,-2.571333,9247,0
8/25/2015,71.31,30405356,-4.62,-0.849,-3.298,9247,1
8/26/2015,70.63,34431427,-5.438,-2.157,-4.008,9247,1
8/27/2015,73.87,24564440,-4.674,-3.666,-4.92,9247,1
8/28/2015,74.71,18991451,-2.718,-4.366,-4.518667,9973,1
8/31/2015,74.27,19567271,3.98,-3.985,-4.41,9973,1
9/1/2015,73.24,24086128,1.964,-4.938,-4.407333,9973,0
9/2/2015,73.1,16936777,3.318,-4.5,-5.146667,9973,0
9/3/2015,73.64,13451867,0.224,-3.29,-4.812,9973,1
9/4/2015,72.93,14902476,-0.828,-1.468,-4.487,9371,0
9/8/2015,73.72,13626717,-0.91,4.675,-2.806333,9371,1
9/9/2015,74.37,17246222,-0.228,1.833,-3.468333,9371,0
9/10/2015,72.81,12352653,-0.104,2.842,-6.297667,9371,0
9/11/2015,72.4,12172259,-0.786,-0.396,-7.651667,8847,0
9/14/2015,72.31,10738538,-0.296,-1.452,-6.485667,8847,1
9/15/2015,72.44,11979773,-1.08,-1.27,-3.739667,8847,1
9/16/2015,73.51,15213416,-1.858,-0.478,-3.093,8847,1
9/17/2015,74.41,15603018,0.162,-0.116,-3.178667,8847,1
9/18/2015,73.26,23180160,0.96,-0.533,-2.339,9123,0
9/21/2015,73.1,10851972,1.048,0.066,-3.129333,9123,1
9/22/2015,72.35,14244885,1.098,-0.631,-2.784,9123,0
9/23/2015,72.87,13784836,0.004,-1.357,-2.904333,9123,0
9/24/2015,72,14584249,-1.296,0.233,-3.507333,9123,0
9/25/2015,73.29,15175167,-0.492,0.664,-4.589333,9645,1
9/28/2015,72.62,14487427,-0.222,0.808,-5.09,9645,0
9/29/2015,72.65,13747877,0.37,0.689,-4.572,9645,1
9/30/2015,73.4,17981786,-0.104,-0.37,-5.365333,9645,1
10/1/2015,75.2,14397547,1.176,-1.265,-4.463667,9645,1
10/2/2015,73.39,18807816,0.152,-0.155,-3.026,8802,1
10/5/2015,76.65,18486540,1.352,0.325,-1.082333,8802,1
10/6/2015,76.96,18756794,2.164,1.417,5.183667,8802,1
10/7/2015,78.97,18700810,2.398,1.412,2.169333,8802,1
10/8/2015,79.31,14344692,1.568,2.972,3.199,8802,1
10/9/2015,80.05,17384670,4.572,2.412,0.21,9410,0
10/12/2015,79.59,9931754,1.988,3.685,-0.483,9410,0
10/13/2015,78.72,12326598,2.176,4.325,0.098,9410,0
10/14/2015,78.97,14485198,0.42,4.194,1.258667,9410,1
10/15/2015,80.19,13640875,0.272,2.975,1.668,9410,1
10/16/2015,82.26,14302982,-0.178,5.527,1.403,9165,1
10/19/2015,82.01,14155779,0.926,2.927,2.402667,9165,0
10/20/2015,80.55,12340108,2.134,3.035,1.897,9165,0
10/21/2015,80.86,10285460,2.218,1.319,1.491333,9165,0
10/22/2015,80.68,14821163,1.008,1.08,3.325,9165,1
10/23/2015,82.41,13215678,-0.78,0.626,4.080667,8851,1
10/26/2015,82.52,12576449,-0.43,1.458,4.513667,8851,0
10/27/2015,80.57,13576824,1.076,2.52,4.674667,8851,0
10/28/2015,81.31,12472748,0.818,2.463,3.879,8851,1
10/29/2015,81.79,10334974,1.412,1.455,3.245,8851,1
10/30/2015,82.47,18758594,-0.45,-0.54,4.654,8155,1
11/2/2015,82.3,21265779,-0.608,-0.264,5.149333,8155,1
11/3/2015,85.66,20115562,2.154,1.625,6.295667,8155,1
11/4/2015,86.77,14243047,2.566,1.917,6.246,8155,1
11/5/2015,85.55,12291074,2.826,2.674,7.572,8155,0
11/6/2015,83.93,12488207,2.662,1.136,6.684667,9093,0
11/9/2015,83.56,13550598,3.178,1.175,7.729333,9093,0
11/10/2015,81.93,14236006,-0.848,3.198,8.011,9093,0
11/11/2015,82.42,9598043,-2.858,2.584,7.573667,9093,0
11/12/2015,80.57,16048588,-2.51,2.038,6.016,9093,0
11/13/2015,79.28,17524553,-1.97,1.076,8.004333,8437,0
11/16/2015,77.94,14546153,-2.874,0.782,4.818333,8437,1
11/17/2015,80.71,10010744,-1.454,-3.016,4.644667,8437,1
11/18/2015,79.89,10884384,-2.422,-4.815,2.703667,8437,1
11/19/2015,80.51,9452859,-0.748,-4.119,2.415,8437,1
11/20/2015,80.57,10144398,0.72,-2.95,1.684,9025,0
11/23/2015,79.6,11868403,2.398,-3.048,2.161667,9025,0
11/24/2015,80.35,15052912,-0.496,-1.585,3.064333,9025,1
11/25/2015,81.3,8980425,0.708,-2.122,2.905,9025,1
11/27/2015,80.58,4156645,0.19,-0.309,1.721333,9416,0
11/30/2015,81.42,17714275,0.316,1.163,-0.357,9416,1
12/1/2015,81.76,13916981,1.66,2.859,-0.134333,9416,1
12/2/2015,81.31,16299331,1.232,0.188,1.355667,9416,0
12/3/2015,79.72,14868257,-0.184,0.967,1.003,9416,0
12/4/2015,77.35,20156434,-0.032,0.114,1.123,10095,0
12/7/2015,77.33,17674886,-1.346,-0.09,-0.741333,10095,0
12/8/2015,75.27,24208322,-2.658,0.581,-1.057333,10095,0
12/9/2015,74.84,22036336,-3.66,-0.734,0.673,10095,1
12/10/2015,75.8,20133497,-2.854,-2.309,-0.249,10095,1
12/11/2015,74.82,20470858,-1.028,-2.145,-0.948667,10429,0
12/14/2015,74.3,21973260,-1.912,-3.674,-1.891667,10429,1
12/15/2015,77.43,24366833,-0.006,-4.577,-1.945333,10429,1
12/16/2015,79.04,17232827,1.384,-4.373,-5.500333,10429,1
12/17/2015,79.02,17362915,1.128,-2.823,-6.867,10429,0
12/18/2015,77.57,28772463,2.562,-0.498,-5.914333,8910,0
12/21/2015,77.79,14460450,3.67,-0.636,-4.545333,8910,0
12/22/2015,77.7,13854057,0.786,1.47,-4.415667,8910,0
12/23/2015,78.68,15183230,-1.18,2.202,-2.929,8910,1
12/24/2015,80.27,5848311,-0.952,1.698,-3.491,8910,1
12/28/2015,78.12,9715843,0.772,3.042,-1.717333,8910,0
12/29/2015,79.99,8838679,0.844,4.002,-0.449667,8910,1
12/30/2015,78.32,9314640,1.314,1.185,0.925667,8910,0
12/31/2015,77.51,10285519,0.426,-0.557,-1.937333,8910,0
1/4/2016,77.5,20399059,-1.612,-0.657,-1.184333,8910,0
1/5/2016,77.19,11992697,0.164,0.743,-1.913667,8910,1
1/6/2016,76.64,18826600,-1.83,0.607,-2.046333,8910,1
1/7/2016,76.06,21262763,-0.498,0.718,-1.153667,8910,0
1/8/2016,76.35,19030532,-0.064,-0.404,-2.038667,9861,0
1/11/2016,75.01,21352841,-0.706,-2.544,-3.228333,9861,0
1/12/2016,74.12,21861073,-1.15,-0.958,-2.760333,9861,1
1/13/2016,75.85,26052729,-1.184,-3.182,-3.801333,9861,1
1/14/2016,76.21,33798811,-0.968,-1.863,-4.341667,9861,1
1/15/2016,76.33,28338391,-0.68,-0.952,-3.984,10042,1
1/19/2016,77.93,22682994,1.238,-0.979,-2.459667,10042,1
1/20/2016,75.07,33278298,2.67,-0.775,-0.156667,10042,0
1/21/2016,73.16,22265445,0.536,-0.719,-0.326,10042,0
1/22/2016,76.42,22529961,-0.134,-0.476,1.644,10008,1
1/25/2016,75.75,17078023,-0.764,-0.732,2.138667,10008,0
1/26/2016,74.77,18720735,-3.084,0.537,1.123667,10008,1
1/27/2016,76,18091944,-0.164,1.728,2.137333,10008,1
1/28/2016,77.35,16157614,2.168,0.007,2.689,10008,1
1/29/2016,76.73,25157887,-0.514,-0.219,-0.409,10330,1
2/1/2016,76.66,16749019,0.412,-0.466,-2.071667,10330,0
2/2/2016,74.19,21402041,1.854,-2.195,-2.147,10330,0
2/3/2016,75.53,25861756,0.202,0.484,-0.809333,10330,1
2/4/2016,78.58,23654675,-0.51,2.924,-0.989333,10330,1
2/5/2016,79.4,26718327,0.678,0.237,-0.813667,9043,1
2/8/2016,79.3,26597212,1.194,1.258,-1.712667,9043,1
2/9/2016,79.98,18416290,4.638,2.956,-3.270333,9043,1
2/10/2016,79.77,16606110,4.396,2.064,-1.095333,9043,0
2/11/2016,78.34,19329843,1.52,1.12,-2.945,9043,0
2/12/2016,80.08,16828829,0.654,2.001,-1.260333,10231,1
2/16/2016,81.7,15911839,0.944,2.389,-0.353,10231,1
2/17/2016,81.65,17005008,0.276,5.352,-0.234,10231,1
2/18/2016,82.9,14873617,0.87,4.753,0.227333,10231,1
2/19/2016,82.19,13614898,2.92,2.1,0.921667,9800,0
2/22/2016,83.21,14594634,1.76,1.547,1.669333,9800,1
2/23/2016,81.99,11039235,0.412,1.878,1.584667,9800,0
2/24/2016,79.91,13772275,0.464,1.205,3.142667,9800,0
2/25/2016,81.56,13704791,-0.882,1.559,4.293667,9800,1
2/26/2016,82.89,14341303,-0.26,3.255,2.790667,10209,1
2/29/2016,81.88,18901018,-1.43,1.73,2.634,10209,0
3/1/2016,80.56,15729765,-0.658,0.022,2.548333,10209,0
3/2/2016,80.95,14093902,1.432,0.078,1.071667,10209,1
3/3/2016,82.66,13215882,0.018,-1.102,4.141667,10209,1
3/4/2016,82.66,18402402,-1.234,-0.397,6.359,9989,0
3/7/2016,82.31,18945375,-0.116,-1.438,3.372,9989,1
3/8/2016,84,13697861,2.066,-0.011,4.305,9989,1
3/9/2016,83.22,14137874,1.946,2.209,5.573333,9989,0
3/10/2016,82.42,15898124,0.176,0.647,4.533333,9989,0
3/11/2016,83.22,15369288,0.132,-0.666,3.413,9647,0
3/14/2016,81.48,13344495,0.462,0.388,4.206333,9647,0
3/15/2016,81.6,9213045,-1.638,1.934,4.428333,9647,1
3/16/2016,83.02,11492063,-0.82,1.698,7.116,9647,1
3/17/2016,83.68,13672769,0.074,0.005,6.052,9647,1
3/18/2016,84.59,19636734,-0.342,0.175,3.189333,10254,1
3/21/2016,83.84,8384758,1.8,0.716,2.515,10254,0
3/22/2016,83.08,13004442,1.922,-1.058,2.733,10254,1
3/23/2016,83.86,12746576,0.762,-0.129,2.151667,10254,1
3/24/2016,82.94,9367799,0.278,0.806,2.484,10254,1
3/28/2016,84.03,7490303,-0.656,0.186,4.068333,10254,1
3/29/2016,83.67,9977887,0.098,2.129,2.482333,10254,1
3/30/2016,85.03,10806454,1.04,2.221,0.979,10254,1
3/31/2016,84.07,13896061,0.34,0.971,1.139,10254,0
4/1/2016,82.4,12235334,1.228,0.383,-0.058,9468,0
4/4/2016,83.06,8050167,-0.066,-0.641,0.669,9468,1
4/5/2016,82.61,10443769,0.082,0.005,-0.329,9468,0
4/6/2016,82.69,9314923,-1.742,0.624,0.885,9468,1
4/7/2016,82.76,8266519,-1.024,-0.237,3.034333,9468,0
4/8/2016,83.3,9376167,0.402,0.545,1.412667,10009,1
4/11/2016,83.33,9916478,-0.208,-0.622,0.122667,10009,1
4/12/2016,83.69,9985798,0.274,-0.352,1.185,10009,1
4/13/2016,84.5,9234863,0.622,-1.73,2.645,10009,1
4/14/2016,85,10624892,0.856,-0.739,2.373333,10009,1
4/15/2016,85.3,11280166,0.928,1.115,0.754333,10026,0
4/18/2016,83.89,9096476,1.25,0.656,0.84,10026,1
4/19/2016,85.85,10354460,1.382,1.368,1.306333,10026,1
4/20/2016,86.23,15247074,0.944,1.688,-0.325333,10026,1
4/21/2016,86.59,12075295,0.838,1.967,0.593667,10026,1
4/22/2016,87.24,9149893,0.81,1.869,1.54,10044,1
4/25/2016,87.09,8076440,2.732,2.271,0.918333,10044,1
4/26/2016,87.75,9424563,1.082,2.312,2.829667,10044,1
4/27/2016,87.95,10463103,0.986,1.83,2.883667,10044,1
4/28/2016,87.86,11274753,0.958,1.693,1.651667,10044,1
4/29/2016,88.68,17881670,0.556,1.653,1.163667,9858,1
5/2/2016,88.24,10273739,0.88,3.406,0.397,9858,1
5/3/2016,88.4,10137435,0.58,1.781,1.311333,9858,0
5/4/2016,88.3,10601085,0.476,1.591,2.221,9858,0
5/5/2016,88.76,8717781,0.462,1.345,1.568333,9858,0
5/6/2016,87.46,7968354,-0.356,0.82,2.631333,9697,0
5/9/2016,88.6,11157160,0.106,1.068,1.692333,9697,1
5/10/2016,88.9,12505442,-0.166,0.532,2.197333,9697,1
5/11/2016,89.16,11652872,0.31,0.568,1.019333,9697,0
5/12/2016,89.8,10720384,0.024,0.693,2.122333,9697,1
5/13/2016,89.28,9721013,1.65,0.037,3.995,9787,0
5/16/2016,89.2,8638664,0.54,0.503,3.525,9787,1
5/17/2016,89.27,9834728,0.44,0.387,4.188667,9787,1
5/18/2016,89.8,9680277,0.088,0.629,4.352667,9787,1
5/19/2016,88.61,14397937,-0.444,0.31,4.484,9787,1
5/20/2016,90.39,13190675,0.164,1.817,4.202,9944,1
5/23/2016,89,11766051,0.46,0.8,4.389667,9944,0
5/24/2016,89.89,10054325,0.396,0.603,4.239,9944,1
5/25/2016,89.85,9581349,-0.106,0.311,3.606333,9944,1
5/26/2016,90.25,7867824,1.266,-0.184,3.287333,9944,0
5/27/2016,89.4,7505681,-0.576,0.349,3.133,9898,0
5/31/2016,90,13178567,0.868,0.564,4.711,9898,0
6/1/2016,88.43,7992594,-0.138,0.439,2.859,9898,0
6/2/2016,88.21,9837535,-0.184,-0.12,2.58,9898,1
6/3/2016,88.44,9367092,-0.93,0.988,2.277667,10031,1
6/6/2016,88.87,8572963,-0.366,-0.966,1.680333,10031,1
6/7/2016,89.75,12889082,-1.1,0.384,1.890667,10031,1
6/8/2016,91.03,9982959,0.808,-0.395,1.343333,10031,1
6/9/2016,90.18,8974331,1.338,-0.243,1.248667,10031,0
6/10/2016,90.4,10353815,1.536,-0.602,1.412333,10048,0
6/13/2016,89.92,11369949,1.428,0.266,0.657333,10048,1
6/14/2016,90.45,10160930,0.798,-0.276,1.170333,10048,1
6/15/2016,90.23,10655028,-0.538,1.435,1.053667,10048,0
6/16/2016,89.7,12822800,0.186,1.747,1.222,10048,1
6/17/2016,91.49,17483223,0.076,1.786,0.871333,10721,1
6/20/2016,91.29,9388528,0.704,1.591,2.260667,10721,0
6/21/2016,90.72,8557121,0.28,0.889,1.207667,10721,1
